Resource type
microsoft.devai/instances/experiments
microsoft.devai/instances/sandboxes
microsoft.devai/instances/sandboxes/experiments
microsoft.devcenter/devcenters
microsoft.devcenter/devcenters/devboxdefinitions
microsoft.devcenter/networkconnections
microsoft.devcenter/projects
microsoft.devcenter/projects/pools
microsoft.devhub/workflows
microsoft.devices/iothubs
microsoft.devices/provisioningservices
microsoft.deviceupdate/accounts
microsoft.deviceupdate/accounts/instances
microsoft.devops/pipelines
microsoft.devtestlab/labcenters
microsoft.devtestlab/labs
microsoft.devtestlab/labs/environments
microsoft.devtestlab/labs/servicerunners
microsoft.devtestlab/labs/virtualmachines
microsoft.devtestlab/schedules
microsoft.digitaltwins/digitaltwinsinstances
microsoft.documentdb/cassandraclusters
microsoft.documentdb/mongoclusters
microsoft.documentdb/databaseaccounts
microsoft.domainregistration/domains
microsoft.edgeorder/addresses
microsoft.edgeorder/orderitems
microsoft.elastic/monitors
microsoft.eventgrid/domains
microsoft.eventgrid/namespaces
microsoft.eventgrid/partnerconfigurations
microsoft.eventgrid/partnerdestinations
microsoft.eventgrid/partnernamespaces
microsoft.eventgrid/partnerregistrations
microsoft.eventgrid/partnertopics
microsoft.eventgrid/systemtopics
microsoft.eventgrid/topics
microsoft.eventhub/clusters
microsoft.eventhub/namespaces
microsoft.falcon/namespaces
microsoft.fidalgo/devcenters
microsoft.fidalgo/devcenters/devboxdefinitions
microsoft.fidalgo/machinedefinitions
microsoft.fidalgo/networksettings
microsoft.fidalgo/projects
microsoft.fidalgo/projects/environments
microsoft.fidalgo/projects/pools
microsoft.fluidrelay/fluidrelayservers
microsoft.graph/azureadapplication
microsoft.graph/azureadapplicationprototype
microsoft.hanaonazure/hanainstances
microsoft.hanaonazure/sapmonitors
microsoft.hardwaresecuritymodules/dedicatedhsms
microsoft.hdinsight/clusterpools
microsoft.hdinsight/clusterpools/clusters
microsoft.hdinsight/clusterpools/clusters/sessionclusters
microsoft.hdinsight/clusters
microsoft.healthbot/healthbots
microsoft.healthcareapis/services
microsoft.healthcareapis/workspaces
microsoft.healthcareapis/workspaces/analyticsconnectors
microsoft.healthcareapis/workspaces/dicomservices
microsoft.healthcareapis/workspaces/fhirservices
microsoft.healthcareapis/workspaces/iotconnectors
microsoft.hpcworkbench/instances
microsoft.hpcworkbench/instances/chambers
microsoft.hpcworkbench/instances/chambers/accessprofiles
microsoft.hpcworkbench/instances/chambers/workloads
microsoft.hpcworkbench/instances/consortiums
microsoft.hybridcompute/machines
microsoft.hybridcompute/machines/extensions
microsoft.hybridcompute/privatelinkscopes
microsoft.hybridcontainerservice/provisionedclusters
microsoft.hybridcontainerservice/provisionedclusters/agentpools
microsoft.hybridcontainerservice/storagespaces
microsoft.hybridcontainerservice/virtualnetworks
microsoft.hybriddata/datamanagers
microsoft.hybridnetwork/configurationgroupvalues
microsoft.hybridnetwork/devices
microsoft.hybridnetwork/networkfunctions
microsoft.hybridnetwork/publishers
microsoft.hybridnetwork/publishers/artifactstores
microsoft.hybridnetwork/publishers/artifactstores/artifactmanifests
microsoft.hybridnetwork/publishers/configurationgroupschemas
microsoft.hybridnetwork/publishers/networkfunctiondefinitiongroups
microsoft.hybridnetwork/publishers/networkfunctiondefinitiongroups/networkfunctiondefinitionversions
microsoft.hybridnetwork/publishers/networkfunctiondefinitiongroups/previewsubscriptions
microsoft.hybridnetwork/publishers/networkservicedesigngroups
microsoft.hybridnetwork/publishers/networkservicedesigngroups/networkservicedesignversions
microsoft.hybridnetwork/sitenetworkservices
microsoft.hybridnetwork/sites
microsoft.importexport/jobs
microsoft.insights/actiongroups
microsoft.insights/activitylogalerts
microsoft.insights/alertrules
microsoft.insights/autoscalesettings
microsoft.insights/components
microsoft.insights/datacollectionendpoints
microsoft.insights/datacollectionrules
microsoft.insights/guestdiagnosticsettings
microsoft.insights/metricalerts
microsoft.insights/notificationgroups
microsoft.insights/privatelinkscopes
microsoft.insights/scheduledqueryrules
microsoft.insights/webtests
microsoft.insights/workbooks
microsoft.insights/workbooktemplates
microsoft.intelligentitdigitaltwin/digitaltwins
microsoft.intelligentitdigitaltwin/digitaltwins/assets
microsoft.intelligentitdigitaltwin/digitaltwins/executionplans
microsoft.intelligentitdigitaltwin/digitaltwins/testplans
microsoft.intelligentitdigitaltwin/digitaltwins/tests
microsoft.iotcentral/iotapps
microsoft.keyvault/hsmpools
microsoft.keyvault/managedhsms
microsoft.keyvault/vaults
microsoft.keyvault/vaults/secrets
microsoft.kubernetes/connectedclusters
microsoft.kubernetesconfiguration/privatelinkscopes
microsoft.kusto/clusters
microsoft.labservices/labaccounts
microsoft.labservices/labplans
microsoft.labservices/labs
microsoft.loadtestservice/loadtests
microsoft.logic/hostingenvironments
microsoft.logic/integrationaccounts
microsoft.logic/integrationserviceenvironments
microsoft.logic/integrationserviceenvironments/managedapis
microsoft.logic/isolatedenvironments
microsoft.logic/workflows
microsoft.logz/monitors
microsoft.logz/monitors/accounts
microsoft.logz/monitors/metricssource
microsoft.machinelearning/commitmentplans
microsoft.machinelearning/webservices
microsoft.machinelearning/workspaces
microsoft.machinelearningservices/aisysteminventories
microsoft.machinelearningservices/registries
microsoft.machinelearningservices/virtualclusters
microsoft.machinelearningservices/workspaces
microsoft.machinelearningservices/workspaces/batchendpoints
microsoft.machinelearningservices/workspaces/batchendpoints/deployments
microsoft.machinelearningservices/workspaces/onlineendpoints
microsoft.machinelearningservices/workspaces/onlineendpoints/deployments
microsoft.maintenance/maintenanceconfigurations
microsoft.managedidentity/userassignedidentities
microsoft.maps/accounts
microsoft.maps/accounts/creators
microsoft.media/mediaservices
microsoft.media/mediaservices/liveevents
microsoft.media/mediaservices/streamingendpoints
microsoft.media/videoanalyzers
microsoft.migrate/assessmentprojects
microsoft.migrate/migrateprojects
microsoft.migrate/modernizeprojects
microsoft.migrate/movecollections
microsoft.migrate/projects
microsoft.mixedreality/objectanchorsaccounts
microsoft.mixedreality/objectunderstandingaccounts
microsoft.mixedreality/remoterenderingaccounts
microsoft.mixedreality/spatialanchorsaccounts
microsoft.mobilenetwork/mobilenetworks
microsoft.mobilenetwork/mobilenetworks/datanetworks
microsoft.mobilenetwork/mobilenetworks/services
microsoft.mobilenetwork/mobilenetworks/simpolicies
microsoft.mobilenetwork/mobilenetworks/sites
microsoft.mobilenetwork/mobilenetworks/slices
microsoft.mobilenetwork/packetcorecontrolplanes
microsoft.mobilenetwork/packetcorecontrolplanes/packetcoredataplanes
microsoft.mobilenetwork/packetcorecontrolplanes/packetcoredataplanes/attacheddatanetworks
microsoft.mobilenetwork/simgroups
microsoft.mobilenetwork/sims
microsoft.monitor/accounts
microsoft.netapp/netappaccounts
microsoft.netapp/netappaccounts/backuppolicies
microsoft.netapp/netappaccounts/capacitypools
microsoft.netapp/netappaccounts/capacitypools/volumes
microsoft.netapp/netappaccounts/snapshotpolicies
microsoft.network/applicationgateways
microsoft.network/applicationgatewaywebapplicationfirewallpolicies
microsoft.network/applicationsecuritygroups
microsoft.network/azurefirewalls
microsoft.network/bastionhosts
microsoft.network/connections
microsoft.network/customipprefixes
microsoft.network/ddoscustompolicies
microsoft.network/ddosprotectionplans
microsoft.network/dnsforwardingrulesets
microsoft.network/dnsresolvers
microsoft.network/dnsresolvers/inboundendpoints
microsoft.network/dnsresolvers/outboundendpoints
microsoft.network/dnszones
microsoft.network/dscpconfigurations
microsoft.network/expressroutecircuits
microsoft.network/expressroutecrossconnections
microsoft.network/expressroutegateways
microsoft.network/expressrouteports
microsoft.network/ipgroups
microsoft.network/loadbalancers
microsoft.network/localnetworkgateways
microsoft.network/natgateways
microsoft.network/networkexperimentprofiles
microsoft.network/networkintentpolicies
microsoft.network/networkinterfaces
microsoft.network/networkmanagers
microsoft.network/networkprofiles
microsoft.network/networksecuritygroups
microsoft.network/networksecurityperimeters
microsoft.network/networkvirtualappliances
microsoft.network/networkwatchers
microsoft.network/networkwatchers/connectionmonitors
microsoft.network/networkwatchers/flowlogs
microsoft.network/networkwatchers/lenses
microsoft.network/networkwatchers/pingmeshes
microsoft.network/p2svpngateways
microsoft.network/privatednszones
microsoft.network/privatednszones/virtualnetworklinks
microsoft.network/privateendpointredirectmaps
microsoft.network/privateendpoints
microsoft.network/privatelinkservices
microsoft.network/publicipaddresses
microsoft.network/publicipprefixes
microsoft.network/routefilters
microsoft.network/routetables
microsoft.network/securitypartnerproviders
microsoft.network/serviceendpointpolicies
microsoft.network/virtualhubs
microsoft.network/virtualnetworkgateways
microsoft.network/virtualnetworks
microsoft.network/virtualnetworktaps
microsoft.network/virtualrouters
microsoft.network/virtualwans
microsoft.network/vpngateways
microsoft.network/vpnserverconfigurations
microsoft.network/vpnsites
microsoft.networkcloud/baremetalmachines
microsoft.networkcloud/cloudservicesnetworks
microsoft.networkcloud/clustermanagers
microsoft.networkcloud/clusters
microsoft.networkcloud/defaultcninetworks
microsoft.networkcloud/disks
microsoft.networkcloud/hybridaksclusters
microsoft.networkcloud/hybridaksmanagementdomains
microsoft.networkcloud/hybridaksvirtualmachines
microsoft.networkcloud/l2networks
microsoft.networkcloud/l3networks
microsoft.networkcloud/rackmanifests
microsoft.networkcloud/racks
microsoft.networkcloud/storageappliances
microsoft.networkcloud/trunkednetworks
microsoft.networkcloud/virtualmachines
microsoft.networkcloud/workloadnetworks
microsoft.networkfunction/azuretrafficcollectors
microsoft.networkfunction/azuretrafficcollectors/collectorpolicies
microsoft.networkfunction/meshvpns
microsoft.networkfunction/meshvpns/connectionpolicies
microsoft.notificationhubs/namespaces
microsoft.notificationhubs/namespaces/notificationhubs
microsoft.objectstore/osnamespaces
microsoft.offazure/hypervsites
microsoft.offazure/importsites
microsoft.offazure/mastersites
microsoft.offazure/serversites
microsoft.offazure/vmwaresites
microsoft.openenergyplatform/energyservices
microsoft.openlogisticsplatform/applicationmanagers
microsoft.openlogisticsplatform/applicationworkspaces
microsoft.openlogisticsplatform/workspaces
microsoft.operationalinsights/clusters
microsoft.operationalinsights/querypacks
microsoft.operationalinsights/workspaces
microsoft.orbital/contactprofiles
microsoft.orbital/edgesites
microsoft.orbital/groundstations
microsoft.orbital/l2connections
microsoft.orbital/l3connections
microsoft.orbital/orbitalgateways
microsoft.orbital/spacecrafts
microsoft.peering/peerings
microsoft.peering/peeringservices
microsoft.pki/pkis
microsoft.pki/pkis/enrollmentpolicies
microsoft.playfab/playeraccountpools
microsoft.playfab/titles
microsoft.portal/dashboards
microsoft.powerbi/privatelinkservicesforpowerbi
microsoft.powerbi/tenants
microsoft.powerbi/workspacecollections
microsoft.powerbidedicated/autoscalevcores
microsoft.powerbidedicated/capacities
microsoft.powerbidedicated/servers
microsoft.powerplatform/accounts
microsoft.powerplatform/enterprisepolicies
microsoft.purview/accounts
microsoft.quantum/workspaces
microsoft.recommendationsservice/accounts
microsoft.recommendationsservice/accounts/modeling
microsoft.recommendationsservice/accounts/serviceendpoints
microsoft.recoveryservices/vaults
microsoft.recoveryservices/vaults/backuppolicies
microsoft.redhatopenshift/openshiftclusters
microsoft.relay/namespaces
microsoft.resourceconnector/appliances
microsoft.resourcegraph/queries
microsoft.resources/deployments
microsoft.resources/deploymentscripts
microsoft.resources/resourcegroups
microsoft.resources/subscriptions
microsoft.resources/templatespecs
microsoft.resources/templatespecs/versions
microsoft.saas/applications
microsoft.saas/resources
microsoft.scom/managedinstances
microsoft.scvmm/availabilitysets
microsoft.scvmm/clouds
microsoft.scvmm/virtualmachines
microsoft.scvmm/virtualmachinetemplates
microsoft.scvmm/virtualnetworks
microsoft.scvmm/vmmservers
microsoft.search/searchservices
microsoft.security/assignments
microsoft.security/automations
microsoft.security/customassessmentautomations
microsoft.security/customentitystoreassignments
microsoft.security/datascanners
microsoft.security/iotsecuritysolutions
microsoft.security/securityconnectors
microsoft.security/standards
microsoft.securitydetonation/chambers
microsoft.securitydevops/azuredevopsconnectors
microsoft.securitydevops/githubconnectors
microsoft.servicebus/namespaces
microsoft.servicefabric/clusters
microsoft.servicefabric/edgeclusters
microsoft.servicefabric/managedclusters
microsoft.serviceshub/connectors
microsoft.signalrservice/signalr
microsoft.signalrservice/webpubsub
microsoft.singularity/accounts
microsoft.solutions/applicationdefinitions
microsoft.solutions/applications
microsoft.solutions/jitrequests
microsoft.sql/instancepools
microsoft.sql/managedinstances
microsoft.sql/managedinstances/databases
microsoft.sql/servers
microsoft.sql/servers/databases
microsoft.sql/servers/elasticpools
microsoft.sql/servers/jobaccounts
microsoft.sql/servers/jobagents
microsoft.sql/virtualclusters
microsoft.sqlvirtualmachine/sqlvirtualmachinegroups
microsoft.sqlvirtualmachine/sqlvirtualmachines
microsoft.storage/datamovers
microsoft.storage/storageaccounts
microsoft.storage/storagetasks
microsoft.storagecache/amlfilesystems
microsoft.storagecache/caches
microsoft.storagemover/storagemovers
microsoft.storagepool/diskpools
microsoft.storagesync/storagesyncservices
microsoft.storsimple/managers
microsoft.streamanalytics/clusters
microsoft.streamanalytics/streamingjobs
microsoft.synapse/privatelinkhubs
microsoft.synapse/workspaces
microsoft.synapse/workspaces/bigdatapools
microsoft.synapse/workspaces/kustopools
microsoft.synapse/workspaces/sqldatabases
microsoft.synapse/workspaces/sqlpools
microsoft.testbase/testbaseaccounts
microsoft.testbase/testbaseaccounts/packages
microsoft.timeseriesinsights/environments
microsoft.timeseriesinsights/environments/eventsources
microsoft.timeseriesinsights/environments/referencedatasets
microsoft.usagebilling/accounts
microsoft.videoindexer/accounts
microsoft.virtualmachineimages/imagetemplates
microsoft.visualstudio/account
microsoft.visualstudio/account/extension
microsoft.visualstudio/account/project
microsoft.vmware/arczones
microsoft.vmware/resourcepools
microsoft.vmware/vcenters
microsoft.vmware/virtualmachines
microsoft.vmware/virtualmachinetemplates
microsoft.vmware/virtualnetworks
microsoft.vmwarecloudsimple/dedicatedcloudnodes
microsoft.vmwarecloudsimple/dedicatedcloudservices
microsoft.vmwarecloudsimple/virtualmachines
microsoft.vsonline/accounts
microsoft.vsonline/plans
microsoft.web/certificates
microsoft.web/connectiongateways
microsoft.web/connections
microsoft.web/containerapps
microsoft.web/customapis
microsoft.web/hostingenvironments
microsoft.web/kubeenvironments
microsoft.web/serverfarms
microsoft.web/sites
microsoft.web/sites/premieraddons
microsoft.web/sites/slots
microsoft.web/staticsites
microsoft.web/workerapps
microsoft.windowsesu/multipleactivationkeys
microsoft.windowsiot/deviceservices
microsoft.workloadbuilder/migrationagents
microsoft.workloadbuilder/workloads
microsoft.workloads/monitors
microsoft.workloads/phpworkloads
microsoft.workloads/sapvirtualinstances
microsoft.workloads/sapvirtualinstances/applicationinstances
microsoft.workloads/sapvirtualinstances/centralinstances
microsoft.workloads/sapvirtualinstances/databaseinstances
